,SID,key,Module #,Module,Method,MID,Selected,Reason,Familiar
1269,S_19,1,3,Ideate,Attribute Listing,M_34,False,We do not have an existing product to improve upon which means that this method would not work very well for us.,False
1270,S_19,1,3,Ideate,Biomimicry,M_35,False,Biomimicry would not work well for our project as there is nothing in nature that performs a similar action. It is a good method but just not for our project.,True
1271,S_19,1,3,Ideate,Borda Count Voting,M_36,False,"Although this would be very useful for making decisions, not everyone in our group talks equally and so opinions might be overshadowed. Also, I believe that we can come to an agreement as a team without this method.",False
1272,S_19,1,3,Ideate,Brainstorming,M_37,False,"Although brainstorming is very useful, I feel that visual brainstorming is slightly superior to us and using both is not needed.",True
1273,S_19,1,3,Ideate,Design Heuristics,M_38,False,I do not fully understand how to utilize this method but it seems to me that this would get busy very quickly with all the flashcards and I believe that the visual brainstorming can be used instead of this as they seem somewhat similar.,False
1274,S_19,1,3,Ideate,Design the Box,M_39,False,This would only give us a broad sense of our product which we already have. What we need are the more specific points which can be better created from the visual brainstorm.,False
1275,S_19,1,3,Ideate,Do-Redo-Undo,M_40,True,"I chose this because I believe making us think about how the design can go wrong, especially with such an important topic as fire safety is very important. It forces us to think about using it from the user's point of view rather than the creator's which is of utmost importance.",False
1276,S_19,1,3,Ideate,Forced Analogy,M_41,False,"Again, we do not have a similar product to compare to a random item. Also, this is useful more for the getting started portion which I believe we have already started and so there are more useful methods than this that we can choose.",False
1277,S_19,1,3,Ideate,Visual Brainstorming,M_42,True,"I chose this because brainstorming is very important and useful and by creating visual brainstorms, it will help us make our ideas actually concrete and will enhance our creativity.",False
1278,S_19,1,3,Ideate,Weighted Matrix,M_43,False,"Although it is an important thing to consider, which ideas will be kept and which will not, I believe that we will be going through a similar process regardless of whether or not we use this method to prioritize our ideas and so this is not truly needed.",True
1279,S_19,1,4,Build,Additive Manufacturing,M_44,True,This is a method I am very familiar with and know how to do well. Also I have the capabilities to use it for free in Jacobs and so I would use this method.,True
1280,S_19,1,4,Build,Direct Shell Production Casting,M_45,False,"As useful as this is, 3D printing would work more quickly and more easily for us since it would allow us to iterate prototypes more quickly.",True
1281,S_19,1,4,Build,Experience Prototyping,M_46,False,"Although we did do something similar in class, I feel as though it would be difficult to accurately get user experiences from our low fidelity prototypes as they look dissimilar to the planned prototype.",False
1282,S_19,1,4,Build,Fused Deposition Modelling,M_47,False,"Although 3D printing is a type of fused deposition modelling, the 3D printing I would rather use involves using PLA rather than ABS which seems to be categorized better under the additive manufacturing method here. I would rather use the PLA because the Type A printers that use them are free compared to the Stratasys ABS printers.",True
1283,S_19,1,4,Build,Laminated Object Manufacturing,M_48,False,"I do not believe we have the capability to do it here at Berkeley. Also, we could just as easily use 3D printing over this.",False
1284,S_19,1,4,Build,Laser Cutting,M_49,False,"Our project is largely 3 dimensional with a large amount of curves and so this would not be the best method to prototype with. Although 3D parts can be made, 3D printing would be more useful.",True
1285,S_19,1,4,Build,Prototyping,M_50,True,"This is a very broad all-encompassing method and so all the other methods are technically under this one. Therefore, this method would enable us to do almost anything in terms of prototyping.",True
1286,S_19,1,4,Build,Rapid Prototyping,M_51,False,"Although we will probably use this, this is covered by the prototyping method and so would be redundant to choose again. I did not choose this one instead because it does not cover as much as the prototyping method.",True
1287,S_19,1,4,Build,Service Prototyping,M_52,False,"In order to properly test our design in a real life scenario, there would have to be an unexpected fire which is very unsafe and hard to test. Also we would need to make a semi working prototype which would be very difficult.",False
1288,S_19,1,4,Build,Tangible Prototyping,M_53,False,"This is a very broad method which encompasses several methods including additive manufacturing. Therefore, I would rather use a more specific method since ""prototype"" was already selected and that is a very broad method.",True
1289,S_19,1,4,Build,Water Jet Cutting,M_54,False,"Similar to laser cutting, this would be best for 2 dimensional objects and since our project is very 3 dimensional, this would not be the best method to choose.",True
1290,S_19,1,4,Build,Wireframe,M_55,True,"This is a good method to show off apps and quickly prototype them without actually making one. Since our project includes a smartphone component, this would be very useful.",False
1291,S_19,1,5,Communicate,7Ps Framework,M_56,False,This seems somewhat similar to the design roadmap and I would rather use that since we went over it in more detail in class and so I understand it better.,False
1292,S_19,1,5,Communicate,Business Model Canvas,M_57,False,"Although we used this in class and so I understand it well enough to use effectively, we have more important methods to incorporate such as personas and storyboards. We will likely incorporate this into our poster still though.",True
1293,S_19,1,5,Communicate,Composite Characters,M_58,False,"Since I already selected personas, this seems repetitive. I would rather use personas since it is only one person instead of a combination.",False
1294,S_19,1,5,Communicate,Design Roadmap,M_59,True,"We covered this in class in detail so I feel like I understand it well. Also since we started working on it, finishing it up will help us finish all the project deliverables on time.",False
1295,S_19,1,5,Communicate,Envisionment Video,M_60,False,This would be a very effective method but I would rather use storyboarding to communicate why one should buy our product,False
1296,S_19,1,5,Communicate,Personas,M_61,True,I chose this because I feel that this will complement the storyboards well as we can communicate our persona through that.,False
1297,S_19,1,5,Communicate,Service Blueprint,M_62,False,I prefer to use design roadmapping as it can show where we came from and where we are planning on going very easily. Also we did this in class today and using service blueprints seems redundant.,False
1298,S_19,1,5,Communicate,Storyboard,M_63,True,"This does not require as much commitment as the video and would be quicker to create. Also, we can create a variation of this method in order to make it more interactive.",False
1299,S_19,1,5,Communicate,Usability Report,M_64,False,It would be hard to create a usability report for our product since we haven't done any actual real-world testing so we do not have any observations to report on.,False
1300,S_20,1,1,Research,1:1 Interview,M_0,False,Method may provide a limited information and may be influenced by the way the questions were asked and by whom.,False
1301,S_20,1,1,Research,AEIOU,M_1,True,This method would allow me to keep my observations organized and pay close attention to how the product we are looking to design would influence and affect the not only the consumer but anyone who would also be involved in its use.,False
1302,S_20,1,1,Research,Closed Card Sorting,M_2,False,I would not chose the process because it requires a pre-defined set of categories and the user to sort content items into categories that make the most sense. Valuable information can still be gained through this method but I don't feel as though it would be as applicable to the group project as other methods.,False
1303,S_20,1,1,Research,Community Appraisal,M_3,False,"Although the method would allow us to gain a large amount of information throughout a community, the information would be focused on the community and may not reflect the needs of others in the market.",False
1304,S_20,1,1,Research,Competitive Analysis,M_4,True,This method would be useful in conjunction with another method. I believe taking into consideration the products that are already available and how to improve them is very important.,False
1305,S_20,1,1,Research,Conjoint Analysis,M_5,True,This method would be useful towards the end of the design process when we are trying to determine which features of a product we would like to keep and/or combine.,False
1306,S_20,1,1,Research,Conversation Cafe,M_6,False,"Although this method allows each person to have an equal voice in the conversation without interruption, the method doesn't seem like 'natural' way to have a conversation. ",False
1307,S_20,1,1,Research,Design Ethnography,M_7,True,This method focuses on the user and their daily lives which would allow us to design a product that will be better tailored to the user and therefore be more likely to be used on a daily basis.,False
1308,S_20,1,1,Research,Focus Group,M_8,False,A focus group has limitations such as having too small of a sample size to accurately gauge the needs of a particular population. ,True
1309,S_20,1,1,Research,Open Card Sorting,M_9,True,Open card sorting allows the user more freedom in the sorting process since they can define their own categories. I believe this method would yield more user information than closed card sorting.,False
1310,S_20,1,1,Research,POEMS,M_10,False,The method is similar to AEIOU but categorizes observations more broadly. I think looking using the AEIOU method would work better for the group project. ,False
1311,S_20,1,1,Research,POSTA,M_11,True,"This method has the benefit of taking into consideration the differences between users' cultures and how the product may affect them. Also, since I am unfamiliar with the group project's topic, this method can help me shape questions for my observations.",False
1312,S_20,1,1,Research,Usability Testing,M_12,True,"This method would be very beneficial after a working prototype, or the like, has been constructed so that the design team can gain valuable user insight as to what aspects of the new design work well for the user and what doesn't. The information gathered can then be used to make modifications and improvements to the design before completing the final product.",False
1313,S_20,1,1,Research,User Observation,M_13,True,Could be used in conjunction with the AEIOU method.,False
1314,S_20,1,2,Analysis,2x2 Matrix,M_14,False,"I am familiar with this method but am not particularly a fan of it. I feel placement of concepts onto the 2x2 matrix can be ambiguous at times and can lead to some confusion. That being said, the part that I so like is that the method gives us a great visual and attempts to organize our data. ",True
1315,S_20,1,2,Analysis,Affinity Diagram,M_15,True,"Affinity diagrams can give us a way to organize and make sense of the data we collected from our research phase and find a common theme, which will be very useful in determining our target population's pains.",True
1316,S_20,1,2,Analysis,Atomize,M_16,False,I don't believe our topic is large or complex enough to use the atomize method. ,False
1317,S_20,1,2,Analysis,Concept Mapping,M_17,False,"concept maps create a good visualizations of the data and show how concepts are interrelated, but they are busy and need to be very well organized. I think that affinity diagrams can create this need for visualization with  being as busy.",False
1318,S_20,1,2,Analysis,Context Mapping,M_18,False,"Since context mapping is very time intensive, I chose not to choose this method. Instead, I believe we can incorporate some of the key ideas of the method into the our persona for the empathy map.",False
1319,S_20,1,2,Analysis,Customer Journey Mapping,M_19,False,"Customer journey mapping would be a viable method to better understand the our customer's experience, but I believe that empathy mapping will be more applicable yet still provide some of the same benefits that customer journey mapping will.",False
1320,S_20,1,2,Analysis,Empathy Map,M_20,True,"I found this method to be very unique and intriguing. I love the concept of creating a persona and mapping out our observations while also trying to infer their thoughts and feelings. I believe this method will allow us to gain a better understanding of our target population, undergraduate students, and allow us to create a product to help ease our persona's, and hopefully our target population's, pains and help them reach their gains.",False
1321,S_20,1,2,Analysis,How Might We,M_21,False,"The How Might We method can induce curiosity and possibly reveal hidden qualities of our target population's problem, but I believe focusing on the our target population would be better for our analysis than focusing only focusing on the problem. However, I do believe that 'how might we..' is a good question to keep in mind during the design process.",False
1322,S_20,1,2,Analysis,Kano Analysis,M_22,False,If I could chose a fourth method I would choose Kano analysis. Kano analysis seems to be very useful and I like the concept of finding what the user needs but also having the possibility of providing features that the customer doesn't necessarily need but would enhance their experience. The only reason why I didn't choose it is because the methods I did choose are more applicable to our design challenge and we are limited on time.,False
1323,S_20,1,2,Analysis,Mind Mapping,M_23,False,Spider diagrams in general haven't been good methods for me to organize my thoughts and ideas. They always seem to end up very cluttered and unclear.,False
1324,S_20,1,2,Analysis,Powers of 10,M_24,False,I don't think the powers of tens method is applicable to our design project as there isn't much of a change of context with changing magnitudes. In order to get a new perspective on the design challenge I would prefer to use the reframing method.,True
1325,S_20,1,2,Analysis,Reframing,M_25,True,"I believe that reframing can be useful tool, especially, as the overview states, when we have hit a roadblock in our design process, which has happened to me on past projects. My hope is that this method will help to alleviate any roadblocks that may pop-up. ",False
1326,S_20,1,2,Analysis,Spectrum Mapping,M_26,False,"I don't believe that our design idea of creating a device to help undergraduate students maintain their health is large or complex enough to use Spectrum Mapping. The 'When to Use' section stated that spectrum mapping can be used to gather insights into a diverse range of opinions, but during our 1:1 interviews, our team found that our target population had very similar complaints. Also, spectrum mapping seems to be time consuming which wouldn't mesh well with our project because we are working on an accelerated schedule.",False
1327,S_20,1,2,Analysis,Task Analysis,M_27,False,"The process is time consuming and although it can allow us to understand what the user's gains and how their environment and interactions affect their ability to attain their gains, similar benefits can be achieved with the methods I have already selected.",False
1328,S_20,1,2,Analysis,Touchpoint Matrix,M_28,False,"Although i can see the benefits of using this method, such as providing a larger focus on entry and exit points of interaction and paths between these points, it is time consuming and the some of the same benefits can be achieved with the other methods I have selected.",False
1329,S_20,1,2,Analysis,Why-How Laddering,M_29,False,"Although Why-how laddering has many benefits including gaining a deeper insights and finding the underlying issues of a given challenge, I believe that other methods would be more applicable. It is however to keep some of the key concepts that the why-how laddering method uses in mind when performing our analysis, such as asking 'why' and 'how', in order to have a better idea of what direction we want to head with our product design.",False
1330,S_20,1,3,Ideate,3-12-3 Brainstorming,M_30,False,"Although I like brainstorming methods in general, I do not like the time constraints that are a part of the method. I believe that these constraints may make the process of ideating more stressful.",False
1331,S_20,1,3,Ideate,6-3-5 Brainwriting,M_31,False,"I like the idea of being able to generate 108 ideas in 30 minutes and building off the ideas of others when the ideas are passed, but I think the same can be achieved with brainstorming. ",False
1332,S_20,1,3,Ideate,6-Up Sketches,M_32,False,"Although the method is appealing to me because of the visual aspects, I don't believe I will be able to quickly sketch my ideas out for everyone to understand. I tend to take my time with sketching and therefore this method would be somewhat time intensive. ",False
1333,S_20,1,3,Ideate,Anti-Problem,M_33,False,"I believe this method will be useful in the case that our team has hit a creative roadblock in the ideation process but, for now, I believe there are more applicable methods as we begin the ideate module.",False
1334,S_20,1,3,Ideate,Attribute Listing,M_34,False,"The attribute listing would be more applicable to our project if our team already had a product or service in mind for our customers since it requires the team to break down our system into components and explore different ways of improving it. Since we do not have a solid idea for a product yet, i don't believe the method will be applicable.",False
1335,S_20,1,3,Ideate,Biomimicry,M_35,False,"Since we are focusing on maintaining health of our customers, I don't believe biomimicry would be applicable to our project. Using this method may result in coming up with a complicated solution or none at all.",True
1336,S_20,1,3,Ideate,Borda Count Voting,M_36,False,I like how borda count voting method selects the most broadly desired/acceptable option instead of simply the majority vote. This method may be useful when deciding which options we will incorporate into our final design. I did not choose this method because we are just beginning the ideate module.,False
1337,S_20,1,3,Ideate,Brainstorming,M_37,True,"I have used this method in the past and have had good results with other project teams. Since our team makes sure to incorporate everyone's opinion, I believe that brainstorming will be a good method to use.",True
1338,S_20,1,3,Ideate,Design Heuristics,M_38,False,"I believe that there are other methods more applicable to our project. While I understand the concept of randomly choosing a cognitive shortcut and using it to develop a solution to our customer's problem, I think that there will be a considerable amount of time that will be used in first learning the cognitive shortcut.",False
1339,S_20,1,3,Ideate,Design the Box,M_39,True,I like that this method allows us to focus on the important features that we want incorporated into our design. I like the concept behind it and believe that this method may lead us to ideas we had not previously thought of.,False
1340,S_20,1,3,Ideate,Do-Redo-Undo,M_40,False,"The Do-Redo-Undo method also seems to be more applicable to teams that already have a product in mind, since we do not, it is not applicable to our team. However, the method may become useful in the future since it is useful in developing human-to-machine systems.",False
1341,S_20,1,3,Ideate,Forced Analogy,M_41,True,I think this is a creative way to generate ideas that we would not have generated on our own. I like that the method acts like a game of sorts which will make generating ideas more enjoyable.,False
1342,S_20,1,3,Ideate,Visual Brainstorming,M_42,False,"I like the idea of drawing out the our ideas instead of writing them because it may lead to a my teammates having a better understanding of what I have in mind. But one of the drawbacks is that it can become a time sink, is can be detrimental to or progress since we are limited on time.",False
1343,S_20,1,3,Ideate,Weighted Matrix,M_43,False,I think this method will be more useful after the ideation process is complete and our team is deciding which design options to incorporate into our final design.,False
1344,S_20,1,4,Build,Additive Manufacturing,M_44,False,"Additive manufacturing limits the size of the products produced. Although it creates a low cost and lightweight piece, I don't believe that the benefits of using the method outweigh the insight that can be gained through other methods.",True
1345,S_20,1,4,Build,Direct Shell Production Casting,M_45,False,Direct shell production casting is primarily used to create ceramic molds for metal casting which is not necessary for my team's design ideas.,False
1346,S_20,1,4,Build,Experience Prototyping,M_46,False,"I think that we cannot fully model our concept's functionality with low fidelity prototypes, thus this method is not very applicable.",False
1347,S_20,1,4,Build,Fused Deposition Modelling,M_47,False,"Fused Deposition Models would be my fourth option due to the availability of Type A printers in Jacobs, but due to the limitations on print size and time, quicker methods are more applicable.",True
1348,S_20,1,4,Build,Laminated Object Manufacturing,M_48,False,"Laminated object modeling is used to create non-functional scaled models, and since we want to convey the features our design concept has, I believe there are better and more applicable methods to use.",False
1349,S_20,1,4,Build,Laser Cutting,M_49,True,Laser cutting can yield quick high quality components for our prototypes and give us the ability to create complex 2D geometry and make materials more flexible.,True
1350,S_20,1,4,Build,Prototyping,M_50,False,"While prototyping allows us to create a physical representation of our design, I feel that tangible prototype can be more applicable to our project",False
1351,S_20,1,4,Build,Rapid Prototyping,M_51,True,Rapid prototyping can yield useful feedback to which can be very valuable to our team. I like that the method allow for quick iterations and input from our target customers.,False
1352,S_20,1,4,Build,Service Prototyping,M_52,False,"Our team is focusing on producing a product and not a personal service, thus I don't believe that showcasing a low fidelity prototype in this method would be useful.",False
1353,S_20,1,4,Build,Tangible Prototyping,M_53,True,I like that this method creates a physical prototype that allows for direct interaction and input from the target consumer. ,False
1354,S_20,1,4,Build,Water Jet Cutting,M_54,False,"Our project does not require metal to be water jet cut, in addition I do not have the training required to use the water jet cutters on campus and I don't believe my team members do either.",True
1355,S_20,1,4,Build,Wireframe,M_55,False,"Since our project does not involve an app or a webpage, I don't feel this method is applicable to our project.",False
1356,S_20,1,5,Communicate,7Ps Framework,M_56,True,I like that this method provides a structured way for the team to organize our design concept and the data we have collected.,False
1357,S_20,1,5,Communicate,Business Model Canvas,M_57,False,The Business Model Canvas method was not part of the module 5 collection and I couldn't find it using the search function on the design exchange website. ,False
1358,S_20,1,5,Communicate,Composite Characters,M_58,False,I did not choose this method because it is too similar to personas and I would like to utilize a diverse set of methods to communicate our design concept.,False
1359,S_20,1,5,Communicate,Design Roadmap,M_59,False,"I did not choose this method because it is most useful when the team already has their first version of the product ready for launching, which we do not.",False
1360,S_20,1,5,Communicate,Envisionment Video,M_60,False,I decided not to choose this method because it appears to be very time consuming and we are on a very tight deadline this week.,False
1361,S_20,1,5,Communicate,Personas,M_61,True,I believe that the personas method worked well for our team during the analyze phase and can be very applicable in communicating how our product meets the user's needs.,True
1362,S_20,1,5,Communicate,Service Blueprint,M_62,False,I did not choose this method because the design exchange mentioned that the process may become complex and doesn't provide many if the process details for our design. ,False
1363,S_20,1,5,Communicate,Storyboard,M_63,True,I like that this method provides a visual representation of our product being used that is efficient and cost effective.,False
1364,S_20,1,5,Communicate,Usability Report,M_64,False,I did not choose this method because this method is meant to organize the data collected from a usability study and our team is not at this stage of the design process.,False
1365,S_21,1,1,Research,1:1 Interview,M_0,False,I don't think a 1:1 interview is as efficient as a focus group.,True
1366,S_21,1,1,Research,AEIOU,M_1,False,"I chose POSTA, a similar method, over AEIOU.",False
1367,S_21,1,1,Research,Closed Card Sorting,M_2,False,I didn't feel that this method was as relevant to this design challenge.,False
1368,S_21,1,1,Research,Community Appraisal,M_3,False,"I wasn't sure that this community-oriented method was as relevant to the design challenge. It is a continual, time consuming process and requires the researcher to have some sort of credibility within their community.",False
1369,S_21,1,1,Research,Competitive Analysis,M_4,False,I chose conjoint analysis over this method. I think comparing different features of our product might be more beneficial than comparing our product against others in the market.,False
1370,S_21,1,1,Research,Conjoint Analysis,M_5,True,"I think this method would be a good way to optimize the features of our product. Given that this is a design challenge involving human-mobile sensing robots, I would imagine there would be many different attributes to our product that we would want to weigh against each other.",False
1371,S_21,1,1,Research,Conversation Cafe,M_6,False,I chose focus group over this method.,False
1372,S_21,1,1,Research,Design Ethnography,M_7,False,"I chose a different method of user observation, Focus Group. ",True
1373,S_21,1,1,Research,Focus Group,M_8,True,"I think that a Focus Group would be a good way to gauge what people's perceptions of the risks associated with generating sensitive data are. With this method, people are more likely to reveal their true thoughts and opening a discussion this way will likely get people to think about sharing sensitive information in ways that they hadn't before.",True
1374,S_21,1,1,Research,Open Card Sorting,M_9,False,I didn't feel that this method was as relevant to this design challenge as others.,False
1375,S_21,1,1,Research,POEMS,M_10,False,"I chose POSTA, a related method, over this one.",False
1376,S_21,1,1,Research,POSTA,M_11,True,"I chose this method because it enables the researcher to identify new opportunities in the market, which is an aspect of this design challenge. I feel that the parameters of this method, People, Objects, Situations, Time, and Activity, are all highly relevant to mobile sensing and will enable the researcher to best collect information about how people interact with their devices.",False
1377,S_21,1,1,Research,Usability Testing,M_12,False,"I chose Focus Group, POSTA, and Conjoint Analysis instead.",True
1378,S_21,1,1,Research,User Observation,M_13,False,I'm not sure that user observation is as relevant to this design challenge.,True
1379,S_21,1,2,Analysis,2x2 Matrix,M_14,False,I think this method would be more useful if we had our ideas or inclinations of what kind of product we want to develop a bit more fleshed out.,True
1380,S_21,1,2,Analysis,Affinity Diagram,M_15,False,This method seems like a good way to reach a common consensus amongst the group and I would have selected it as my fourth choice.,False
1381,S_21,1,2,Analysis,Atomize,M_16,False,This is another method that I would have chosen if we could have picked more than 3. This would be a good way to really understand the inner workings of a train station and how every individual component comes together to produce the BART.,False
1382,S_21,1,2,Analysis,Concept Mapping,M_17,False,"This method is a surface-level initial analysis of our topic, and I think we would benefit more from analyzing in depth.",False
1383,S_21,1,2,Analysis,Context Mapping,M_18,False,"Based off of the limitations/risks description, this method is time-consuming and we probably won't have enough time to implement it correctly and gain useful insight.",False
1384,S_21,1,2,Analysis,Customer Journey Mapping,M_19,True,"I like this method because it is highly visual and we will be able to map out a day in the life of the average commuter. As we have already used AEIOU to collect data, we can now make this data visual and hopefully gain new insights.",False
1385,S_21,1,2,Analysis,Empathy Map,M_20,False,"This method would probably be more useful if the user/customer had more generalizeable characteristics. Our customers, BART users, would have such a wide variety of backgrounds and traits that it would be difficult to model them using one personality.",False
1386,S_21,1,2,Analysis,How Might We,M_21,True,"I chose this method because it will allow us to evaluate how we might aid in the ease of communicating train information to riders. Since we have already identified this as a problem, we will be able to brainstorm possible solutions.",False
1387,S_21,1,2,Analysis,Kano Analysis,M_22,False,This method is used during the product development phase and we haven't gotten there yet.,False
1388,S_21,1,2,Analysis,Mind Mapping,M_23,False,I don't think we've collected enough data to be able to connect concepts in the way this method suggests.,False
1389,S_21,1,2,Analysis,Powers of 10,M_24,False,"I didn't choose this method for a similar reason as to why I didn't choose Reframing, our group hasn't delved into our observations enough that we feel we need to shift perspectives yet.",False
1390,S_21,1,2,Analysis,Reframing,M_25,False,Reframing seems useful if you're stuck and need to view things in a different perspective. We aren't that far into the process of analyzing our observations that we feel we have hit a roadblock yet.,True
1391,S_21,1,2,Analysis,Spectrum Mapping,M_26,True,I think that this method is great because it allows our team to come to a general consensus without fear of judgement and will aid and give us more of a direction for deciding what kind of product we want to design. ,False
1392,S_21,1,2,Analysis,Task Analysis,M_27,False,"This  method allows us to understand what users are trying to achieve, but our interviews have showed quite explicitly the problems that various people have with the BART system.",False
1393,S_21,1,2,Analysis,Touchpoint Matrix,M_28,False,"This method will probably be time-consuming and tedious because we would want to consider a wide range of different personas, as people who take public transit cannot be easily categorized into a rigid set of traits.",False
1394,S_21,1,2,Analysis,Why-How Laddering,M_29,False,"I don't think that this method of interviewing would be as effective because it's more abstract. One major issue that many interviewees mentioned about the BART was that they can't hear the announcements, so they need a better way to have this information communicated. I'm imagining asking why, and the answer would probably be ""so that I can know what stop I'm at."" Why? ""So I can arrive to my destination on time."" Why? Well, the answer to that one is obvious.",False
1395,S_21,1,3,Ideate,3-12-3 Brainstorming,M_30,False,I don't think the time constraint would be beneficial to my group. I think it would discourage the more timid members from contributing.,False
1396,S_21,1,3,Ideate,6-3-5 Brainwriting,M_31,False,I chose the more general category of brainwriting. I think 6-3-5 Brainwriting would work better with my group if it were scaled back a bit (i.e. we would generate less than 108 ideas and maybe be given more time) as I'm in a small group of 4 people total.,False
1397,S_21,1,3,Ideate,6-Up Sketches,M_32,True,I think this would be a good way to brainstorm different features of our product. I'm thinking that our product would be best suited to be a mobile application so this method would be a nice way to illustrate different pages/features.,False
1398,S_21,1,3,Ideate,Anti-Problem,M_33,False,"The limitations section states that there should be between 5-20 group members and our group has 4 total. Additionally I don't think we've started to run out of ideas just yet, this method is better suited to a group that is stuck.",False
1399,S_21,1,3,Ideate,Attribute Listing,M_34,False,This method is useful for examining existing physical objects/products. I think it would be a bit early in our development phase to use this method. ,False
1400,S_21,1,3,Ideate,Biomimicry,M_35,False,"Although I am a big fan of this method, I don't think it works as well when trying to develop mobile applications (unless perhaps we are also creating the mobile device as well).",True
1401,S_21,1,3,Ideate,Borda Count Voting,M_36,False,I already chose 3 methods but I would also consider using this one if given the option because it would allow us to vote on our many different proposed features of our product and come to a general agreement about levels of importance.,False
1402,S_21,1,3,Ideate,Brainstorming,M_37,False,"I don't believe my group would do as well brainstorming as they would brainwriting, as 1 member (which comprises 1/4th of the group) typically never participates in group discussions. Perhaps brainwriting would take the pressure off and allow him to contribute in some form.",True
1403,S_21,1,3,Ideate,Design Heuristics,M_38,False,I like this method because it can be implemented on an individual basis and is very guided which provides a good introduction to design thinking. I would have chosen this method as my fourth if given the option.,False
1404,S_21,1,3,Ideate,Design the Box,M_39,False,I don't think my group has a solid enough understanding or visualization of what our product's features may be yet to start designing its box.,False
1405,S_21,1,3,Ideate,Do-Redo-Undo,M_40,False,We don't have a prototype yet so we are not yet suited to use this method.,False
1406,S_21,1,3,Ideate,Forced Analogy,M_41,False,This method seems to require a decent amount of time as well as a coordinated group effort. Our group has experienced a trend of failing to meet up and do team work for significant periods of time so I don't think this method would work well.,False
1407,S_21,1,3,Ideate,Visual Brainstorming,M_42,False,I think our group would do better brainstorming verbally for our product as I don't think mobile apps lend themselves to being prototyped physically or sketched. I don't think the visual element will be as crucial to our ideation process.,True
1408,S_21,1,3,Ideate,Weighted Matrix,M_43,False,I think it might be difficult to implement this method correctly because our results would be dependent on our categories being weighted accurately.,True
1409,S_21,1,4,Build,Additive Manufacturing,M_44,False,We are not as interested in the physical prototype of our product.,True
1410,S_21,1,4,Build,Direct Shell Production Casting,M_45,False,"Again, we are more interested in developing the mobile interface of our product.",True
1411,S_21,1,4,Build,Experience Prototyping,M_46,True,I think it is important to figure out how users respond to the prototype and follow their train of thinking as they navigate through the mobile interface. This would allow us to better understand user needs by seeing how the user engages with our product.,False
1412,S_21,1,4,Build,Fused Deposition Modelling,M_47,False,We are not as interested in the physical prototype and don't have a lot of CAD experience among the members of our group.,False
1413,S_21,1,4,Build,Laminated Object Manufacturing,M_48,False,"Again, we don't have much time or experience within the group of CAD development and we are more interested in a digital prototype.",False
1414,S_21,1,4,Build,Laser Cutting,M_49,False,I don't think the physical form of our prototype is as important or as much of a priority as its mobile interface. ,True
1415,S_21,1,4,Build,Prototyping,M_50,True,It's the most general category of prototyping so it can range from low to high fidelity. We would probably benefit from doing rapid/quick & dirty/paper prototyping given our time constraints.,True
1416,S_21,1,4,Build,Rapid Prototyping,M_51,False,I chose prototyping as a more general category which includes rapid prototyping as a subcategory. We will probably use rapid prototyping for our device.,True
1417,S_21,1,4,Build,Service Prototyping,M_52,False,"I chose experience prototype as a more general category, but we would likely benefit from going into the BART station and seeing how users interact with our product.",False
1418,S_21,1,4,Build,Tangible Prototyping,M_53,False,We are not as interested in the physical prototype of our product.,True
1419,S_21,1,4,Build,Water Jet Cutting,M_54,False,"Similar to the reason I didn't choose laser cutting, I don't think we are as focused on creating a tangible prototype.",True
1420,S_21,1,4,Build,Wireframe,M_55,True,I chose this method because our device has a mobile interface and this method would allow us to quickly develop the layout and see how we would want to prioritize different categories.,False
1421,S_21,1,5,Communicate,7Ps Framework,M_56,False,I like this method because it allows you to check off different portions of the design process and prepare to discuss the product. I didn't choose it because I've already chosen 3.,False
1422,S_21,1,5,Communicate,Business Model Canvas,M_57,False,"I could not find this method on Thedesignexchange.org. There were only 8 methods listed: Service Blueprint, Storyboarding, Personas, 7 Ps Framework, Envisionment Videos, Usability Report, Composite Characters, and Design Roadmapping.",True
1423,S_21,1,5,Communicate,Composite Characters,M_58,False,I didn't choose this method for the same reason I didn't choose Personas. I don't think we should subscribe a  certain type of personality to our product.,True
1424,S_21,1,5,Communicate,Design Roadmap,M_59,False,This method is the most useful when the design team has already implemented the first version of their product for launching. I think it is too early in the design process to use this method.,True
1425,S_21,1,5,Communicate,Envisionment Video,M_60,True,"I chose this method because the way that we presented our skit followed customers as they experienced/did not experience our product. It was a commercial-like narrative, similar to what an envisionment video might be.",True
1426,S_21,1,5,Communicate,Personas,M_61,False,"I believe that our product can be adopted universally by any BART rider, so attaching a persona seems like we're minimizing the wide-ranging category of people who would benefit from our device.",True
1427,S_21,1,5,Communicate,Service Blueprint,M_62,True,"This method would be suited for our product because we aim to bring an expensive service into an affordable form. Additionally, we are providing many features to our customer, so this method would help us navigate.",False
1428,S_21,1,5,Communicate,Storyboard,M_63,True,"I think my group member Tzu Jung is very apt at storytelling through flowcharts and images, so this method would suit our group. We already have lots of graphs we have created for each module and we could stitch them  together.",True
1429,S_21,1,5,Communicate,Usability Report,M_64,False,I believe we will cover enough ground using Storyboarding and Envisionment Videos.,True
1430,S_22,1,1,Research,1:1 Interview,M_0,False,"In spite of having a rich knowledge of how the person thinks, it is limited to a few individuals and thus it is not possible to have the big picture",True
1431,S_22,1,1,Research,AEIOU,M_1,False,Because it limits you in some precise situations and don't consider others fundamental aspects.,False
